taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory	sinacCategory
2480836	Agamia agami (Gmelin, 1789)	2480836	Agamia agami (Gmelin, 1789)	1392	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Agamia	2480835	Agamia agami	2480836	VU	PE
6171520	Xiphocolaptes promeropirhynchus costaricensis Ridgway, 1889	6171520	Xiphocolaptes promeropirhynchus costaricensis Ridgway, 1889	6	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Xiphocolaptes	2485457	Xiphocolaptes promeropirhynchus	2485461		PE
2491046	Acanthidops bairdii Ridgway, 1882	5788831	Acanthidops bairdi Ridgway, 1882	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Acanthidops	2491045	Acanthidops bairdi	5788831	NE	PE
6170723	Ara ambiguus ambiguus	6170723	Ara ambiguus ambiguus	10	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Ara	1686160	Ara ambiguus	5959233		PE
2496697	Trogon clathratus Salvin, 1866	2496697	Trogon clathratus Salvin, 1866	1782	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Trogoniformes	1449	Trogonidae	9356	Trogon	2496633	Trogon clathratus	2496697	LC	PE
5231162	Emberizoides herbicola (Vieillot, 1817)	5231162	Emberizoides herbicola (Vieillot, 1817)	193	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Emberizoides	7683848	Emberizoides herbicola	5231162	LC	PE
2480995	Daptrius americanus (Boddaert, 1783)	2480994	Ibycter americanus (Boddaert, 1783)	5	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Falconiformes	7191407	Falconidae	5240	Ibycter	2480993	Ibycter americanus	2480994	NE	PE
2486404	Procnias tricarunculata (J.Verreaux & E.Verreaux, 1853)	2486403	Procnias tricarunculatus (J.Verreaux & E.Verreaux, 1853)	23	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cotingidae	5236	Procnias	2486399	Procnias tricarunculatus	2486403	VU	PE
2488333	Bangsia arcaei (P.L.Sclater & Salvin, 1869)	2488333	Bangsia arcaei (P.L.Sclater & Salvin, 1869)	2551	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Bangsia	2488329	Bangsia arcaei	2488333	NT	PE
2430749	Craugastor taurus (Taylor, 1958)	2430749	Craugastor taurus (Taylor, 1958)	79	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Craugastoridae	6730	Craugastor	2426022	Craugastor taurus	2430749	EN	PE
5216647	Atelopus varius varius	5216646	Atelopus varius (Lichtenstein & Martens, 1856)	4	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Bufonidae	6727	Atelopus	2422265	Atelopus varius	5216646	CR	PE
5216692	Atelopus chiriquiensis Shreve, 1936	5216692	Atelopus chiriquiensis Shreve, 1936	46	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Bufonidae	6727	Atelopus	2422265	Atelopus chiriquiensis	5216692	EX	PE
2430838	Eleutherodactylus andi Savage, 1974	2430837	Craugastor andi (Savage, 1974)	35	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Craugastoridae	6730	Craugastor	2426022	Craugastor andi	2430837	CR	PE
5216652	Atelopus varius loomisi Taylor, 1952	5216646	Atelopus varius (Lichtenstein & Martens, 1856)	3	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Bufonidae	6727	Atelopus	2422265	Atelopus varius	5216646	CR	PE
2431283	Bolitoglossa compacta Wake, Brame & Duellman, 1973	2431283	Bolitoglossa compacta Wake, Brame & Duellman, 1973	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Caudata	953	Plethodontidae	6748	Bolitoglossa	2431243	Bolitoglossa compacta	2431283	EN	PE
5216672	Atelopus senex Taylor, 1952	5216672	Atelopus senex Taylor, 1952	160	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Bufonidae	6727	Atelopus	2422265	Atelopus senex	5216672	EX	PE
11056611	Hyla legleri Taylor, 1958	2428632	Ptychohyla legleri (Taylor, 1958)	42	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Hylidae	6735	Ptychohyla	2428624	Ptychohyla legleri	2428632	EN	PE
2428590	Phyllomedusa lemur Boulenger, 1882	10050363	Agalychnis lemur (Boulenger, 1882)	58	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Phyllomedusidae	4817115	Agalychnis	2428191	Agalychnis lemur	10050363	CR	PE
2430721	Eleutherodactylus ranoides (Cope, 1886)	2430717	Craugastor ranoides (Cope, 1886)	25	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Craugastoridae	6730	Craugastor	2426022	Craugastor ranoides	2430717	CR	PE
2428089	Isthmohyla angustilineata (Taylor, 1952)	2428089	Isthmohyla angustilineata (Taylor, 1952)	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Hylidae	6735	Isthmohyla	2428088	Isthmohyla angustilineata	2428089	CR	PE
2430823	Craugastor angelicus (Savage, 1975)	2430823	Craugastor angelicus (Savage, 1975)	444	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Craugastoridae	6730	Craugastor	2426022	Craugastor angelicus	2430823	CR	PE
2430595	Eleutherodactylus fleischmanni (Boettger, 1892)	2430594	Craugastor fleischmanni (Boettger, 1892)	157	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Craugastoridae	6730	Craugastor	2426022	Craugastor fleischmanni	2430594	CR	PE
2430668	Craugastor escoces (Savage, 1975)	2430668	Craugastor escoces (Savage, 1975)	39	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Craugastoridae	6730	Craugastor	2426022	Craugastor escoces	2430668	CR	PE
5216747	Bufo periglenes Savage, 1967	2422444	Incilius periglenes (Savage, 1967)	69	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Bufonidae	6727	Incilius	2422364	Incilius periglenes	2422444	EX	PE
5216737	Bufo fastidiosus (Cope, 1875)	2422421	Incilius fastidiosus (Cope, 1875)	7	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Bufonidae	6727	Incilius	2422364	Incilius fastidiosus	2422421	CR	PE
2431635	Oedipina grandis Brame & Duellman, 1970	2431635	Oedipina grandis Brame & Duellman, 1970	14	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Caudata	953	Plethodontidae	6748	Oedipina	2431613	Oedipina grandis	2431635	EN	PE
2422444	Incilius periglenes (Savage, 1967)	2422444	Incilius periglenes (Savage, 1967)	15	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Bufonidae	6727	Incilius	2422364	Incilius periglenes	2422444	EX	PE
2431350	Bolitoglossa sooyorum Vial, 1963	2431350	Bolitoglossa sooyorum Vial, 1963	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Caudata	953	Plethodontidae	6748	Bolitoglossa	2431243	Bolitoglossa sooyorum	2431350	EN	PE
2428115	Hyla debilis Taylor, 1952	2428114	Isthmohyla debilis (Taylor, 1952)	16	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Hylidae	6735	Isthmohyla	2428088	Isthmohyla debilis	2428114	CR	PE
5218162	Gastrotheca cornuta (Boulenger, 1898)	5218162	Gastrotheca cornuta (Boulenger, 1898)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Hemiphractidae	6734	Gastrotheca	2430015	Gastrotheca cornuta	5218162	EN	PE
2429060	Silverstoneia nubicola (Dunn, 1924)	2429060	Silverstoneia nubicola (Dunn, 1924)	12	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Dendrobatidae	6732	Silverstoneia	2429059	Silverstoneia nubicola	2429060	VU	PE
2430717	Craugastor ranoides (Cope, 1886)	2430717	Craugastor ranoides (Cope, 1886)	13	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Craugastoridae	6730	Craugastor	2426022	Craugastor ranoides	2430717	CR	PE
2428100	Hyla tica Starrett, 1966	2428099	Isthmohyla tica (Starrett, 1966)	91	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Hylidae	6735	Isthmohyla	2428088	Isthmohyla tica	2428099	CR	PE
2428121	Hyla rivularis Taylor, 1952	2428120	Isthmohyla rivularis (Taylor, 1952)	231	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Hylidae	6735	Isthmohyla	2428088	Isthmohyla rivularis	2428120	EN	PE
2430750	Eleutherodactylus taurus Taylor, 1958	2430749	Craugastor taurus (Taylor, 1958)	135	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Craugastoridae	6730	Craugastor	2426022	Craugastor taurus	2430749	EN	PE
2431343	Bolitoglossa minutula Wake, Brame & Duellman, 1973	2431343	Bolitoglossa minutula Wake, Brame & Duellman, 1973	14	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Caudata	953	Plethodontidae	6748	Bolitoglossa	2431243	Bolitoglossa minutula	2431343	EN	PE
2428320	Hyla colymba Dunn, 1931	2428319	Hyloscirtus colymba (Dunn, 1931)	3	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Hylidae	6735	Hyloscirtus	2428285	Hyloscirtus colymba	2428319	EN	PE
5217997	Hylomantis lemur (Boulenger, 1882)	10050363	Agalychnis lemur (Boulenger, 1882)	111	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Phyllomedusidae	4817115	Agalychnis	2428191	Agalychnis lemur	10050363	CR	PE
2430824	Eleutherodactylus angelicus Savage, 1975	2430823	Craugastor angelicus (Savage, 1975)	122	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Craugastoridae	6730	Craugastor	2426022	Craugastor angelicus	2430823	CR	PE
2422421	Incilius fastidiosus (Cope, 1875)	2422421	Incilius fastidiosus (Cope, 1875)	13	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Bufonidae	6727	Incilius	2422364	Incilius fastidiosus	2422421	CR	PE
2430837	Craugastor andi (Savage, 1974)	2430837	Craugastor andi (Savage, 1974)	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Craugastoridae	6730	Craugastor	2426022	Craugastor andi	2430837	CR	PE
2428099	Isthmohyla tica (Starrett, 1966)	2428099	Isthmohyla tica (Starrett, 1966)	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Hylidae	6735	Isthmohyla	2428088	Isthmohyla tica	2428099	CR	PE
2428104	Hyla calypsa Lips, 1996	2428103	Isthmohyla calypsa (Lips, 1996)	8	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Hylidae	6735	Isthmohyla	2428088	Isthmohyla calypsa	2428103	CR	PE
10459554	BOLD:AAE3865	10459554	BOLD:AAE3865	5	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Craugastoridae	6730	Craugastor	2426022	Craugastor ranoides	2430717		PE
2431623	Oedipina gracilis Taylor, 1952	2431623	Oedipina gracilis Taylor, 1952	25	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Caudata	953	Plethodontidae	6748	Oedipina	2431613	Oedipina gracilis	2431623	EN	PE
5216710	Bufo holdridgei Taylor, 1952	2422371	Incilius holdridgei (Taylor, 1952)	6	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Bufonidae	6727	Incilius	2422364	Incilius holdridgei	2422371	CR	PE
2431255	Bolitoglossa arborescandens Taylor, 1954	2431254	Bolitoglossa alvaradoi Taylor, 1954	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Caudata	953	Plethodontidae	6748	Bolitoglossa	2431243	Bolitoglossa alvaradoi	2431254	VU	PE
10934625	Eleutherodactylus engytympanum (Günther, 1900)	2430594	Craugastor fleischmanni (Boettger, 1892)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Craugastoridae	6730	Craugastor	2426022	Craugastor fleischmanni	2430594	CR	PE
5216646	Atelopus varius (Lichtenstein & Martens, 1856)	5216646	Atelopus varius (Lichtenstein & Martens, 1856)	195	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Bufonidae	6727	Atelopus	2422265	Atelopus varius	5216646	CR	PE
2431347	Bolitoglossa tica García-París, Parra-Olea & Wake, 2008	2431347	Bolitoglossa tica García-París, Parra-Olea & Wake, 2008	43	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Caudata	953	Plethodontidae	6748	Bolitoglossa	2431243	Bolitoglossa tica	2431347	DD	PE
5218018	Phyllobates vittatus (Cope, 1893)	5218018	Phyllobates vittatus (Cope, 1893)	222	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Dendrobatidae	6732	Phyllobates	2424031	Phyllobates vittatus	5218018	VU	PE
2428632	Ptychohyla legleri (Taylor, 1958)	2428632	Ptychohyla legleri (Taylor, 1958)	42	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Hylidae	6735	Ptychohyla	2428624	Ptychohyla legleri	2428632	EN	PE
10050363	Agalychnis lemur (Boulenger, 1882)	10050363	Agalychnis lemur (Boulenger, 1882)	17	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Phyllomedusidae	4817115	Agalychnis	2428191	Agalychnis lemur	10050363	CR	PE
2428664	Ecnomiohyla fimbrimembra (Taylor, 1948)	2428664	Ecnomiohyla fimbrimembra (Taylor, 1948)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Hylidae	6735	Ecnomiohyla	2428647	Ecnomiohyla fimbrimembra	2428664	VU	PE
2430648	Craugastor rhyacobatrachus (Campbell & Savage, 2000)	2430648	Craugastor rhyacobatrachus (Campbell & Savage, 2000)	11	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Craugastoridae	6730	Craugastor	2426022	Craugastor rhyacobatrachus	2430648	CR	PE
2428090	Hyla angustilineata Taylor, 1952	2428089	Isthmohyla angustilineata (Taylor, 1952)	54	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Hylidae	6735	Isthmohyla	2428088	Isthmohyla angustilineata	2428089	CR	PE
2431254	Bolitoglossa alvaradoi Taylor, 1954	2431254	Bolitoglossa alvaradoi Taylor, 1954	12	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Caudata	953	Plethodontidae	6748	Bolitoglossa	2431243	Bolitoglossa alvaradoi	2431254	VU	PE
2429061	Colostethus nubicola (Dunn, 1924)	2429060	Silverstoneia nubicola (Dunn, 1924)	32	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Dendrobatidae	6732	Silverstoneia	2429059	Silverstoneia nubicola	2429060	VU	PE
2431320	Bolitoglossa nigrescens (Taylor, 1949)	2431320	Bolitoglossa nigrescens (Taylor, 1949)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Caudata	953	Plethodontidae	6748	Bolitoglossa	2431243	Bolitoglossa nigrescens	2431320	DD	PE
2431619	Oedipina altura Brame, 1968	2431619	Oedipina altura Brame, 1968	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Caudata	953	Plethodontidae	6748	Oedipina	2431613	Oedipina altura	2431619	DD	PE
2428097	Hyla pictipes Cope, 1875	2428094	Isthmohyla pictipes (Cope, 1875)	174	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Hylidae	6735	Isthmohyla	2428088	Isthmohyla pictipes	2428094	CR	PE
2430594	Craugastor fleischmanni (Boettger, 1892)	2430594	Craugastor fleischmanni (Boettger, 1892)	73	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Craugastoridae	6730	Craugastor	2426022	Craugastor fleischmanni	2430594	CR	PE
2430649	Eleutherodactylus rhyacobatrachus Campbell & Savage, 2000	2430648	Craugastor rhyacobatrachus (Campbell & Savage, 2000)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Craugastoridae	6730	Craugastor	2426022	Craugastor rhyacobatrachus	2430648	CR	PE
2428120	Isthmohyla rivularis (Taylor, 1952)	2428120	Isthmohyla rivularis (Taylor, 1952)	24	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Hylidae	6735	Isthmohyla	2428088	Isthmohyla rivularis	2428120	EN	PE
2422371	Incilius holdridgei (Taylor, 1952)	2422371	Incilius holdridgei (Taylor, 1952)	66	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Bufonidae	6727	Incilius	2422364	Incilius holdridgei	2422371	CR	PE
2430909	Dermophis gracilior Günther, 1902	2430909	Dermophis gracilior Günther, 1902	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Gymnophiona	775	Dermophiidae	8632815	Dermophis	2430905	Dermophis gracilior	2430909	DD	PE
2430911	Dermophis parviceps (Dunn, 1924)	2430911	Dermophis parviceps (Dunn, 1924)	16	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Gymnophiona	775	Dermophiidae	8632815	Dermophis	2430905	Dermophis parviceps	2430911	LC	PE
2430669	Eleutherodactylus escoces Savage, 1975	2430668	Craugastor escoces (Savage, 1975)	158	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Craugastoridae	6730	Craugastor	2426022	Craugastor escoces	2430668	CR	PE
2430820	Eleutherodactylus catalinae Campbell & Savage, 2000	2430819	Craugastor catalinae (Campbell & Savage, 2000)	13	SPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Craugastoridae	6730	Craugastor	2426022	Craugastor catalinae	2430819	CR	PE
2428094	Isthmohyla pictipes (Cope, 1875)	2428094	Isthmohyla pictipes (Cope, 1875)	10	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Hylidae	6735	Isthmohyla	2428088	Isthmohyla pictipes	2428094	CR	PE
2817694	Teuscheria pickiana (Schltr.) Garay	2817694	Teuscheria pickiana (Schltr.) Garay	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Teuscheria	2817691	Teuscheria pickiana	2817694	NE	PE
5319612	Cyrtopodium punctatum (L.) Lindl.	5319612	Cyrtopodium punctatum (L.) Lindl.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Cyrtopodium	2830178	Cyrtopodium punctatum	5319612	NE	PE
2848412	Masdevallia tonduzii Woolward	2848412	Masdevallia tonduzii Woolward	12	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Masdevallia	2847989	Masdevallia tonduzii	2848412	NE	PE
2783315	Cycnoches egertonianum Bateman	2783315	Cycnoches egertonianum Bateman	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Cycnoches	2783299	Cycnoches egertonianum	2783315	NE	PE
2848186	Reichantha reichenbachiana (Endrés ex Rchb.f.) Luer	2848184	Masdevallia reichenbachiana Endrés ex Rchb.f.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Masdevallia	2847989	Masdevallia reichenbachiana	2848184	NE	PE
5325355	Eriopsis biloba Lindl.	5325355	Eriopsis biloba Lindl.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Eriopsis	2851073	Eriopsis biloba	5325355	NE	PE
2832590	Otoglossum chiriquense (Rchb.f.) Garay & Dunst.	2832590	Otoglossum chiriquense (Rchb.f.) Garay & Dunst.	12	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Otoglossum	2832587	Otoglossum chiriquense	2832590	NE	PE
2814339	Phragmipedium longifolium (Warsz. & Rchb.f.) Rolfe	2814339	Phragmipedium longifolium (Warsz. & Rchb.f.) Rolfe	29	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Phragmipedium	2814272	Phragmipedium longifolium	2814339	LC	PE
2785804	Arpophyllum giganteum Hartw. ex Lindl.	2785804	Arpophyllum giganteum Hartw. ex Lindl.	36	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Arpophyllum	8211139	Arpophyllum giganteum	2785804	NE	PE
7227800	Arpophyllum giganteum subsp. giganteum	7227800	Arpophyllum giganteum subsp. giganteum	25	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Arpophyllum	8211139	Arpophyllum giganteum	2785804		PE
2790555	Trichopilia suavis Lindl. & Paxton	2790555	Trichopilia suavis Lindl. & Paxton	29	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Trichopilia	2790529	Trichopilia suavis	2790555	NE	PE
2848413	Reichantha tonduzii (Woolward) Luer	2848412	Masdevallia tonduzii Woolward	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Masdevallia	2847989	Masdevallia tonduzii	2848412	NE	PE
2850644	Notylia Lindl.	2850644	Notylia Lindl.	1	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Notylia	2850644			NE	PE
5322497	Oncidium schroederianum (O'Brien) Garay & Stacy	5322497	Oncidium schroederianum (O'Brien) Garay & Stacy	10	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Oncidium	2834394	Oncidium schroederianum	5322497	NE	PE
2795716	Coryanthes speciosa Hook.	2795716	Coryanthes speciosa Hook.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Coryanthes	2795651	Coryanthes speciosa	2795716	NE	PE
8059015	Phragmipedium longifolium var. longifolium	8059015	Phragmipedium longifolium var. longifolium	4	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Phragmipedium	2814272	Phragmipedium longifolium	2814339		PE
5305895	Trevoria glumacea Garay	5305895	Trevoria glumacea Garay	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Trevoria	2783566	Trevoria glumacea	5305895	NE	PE
5320055	Epidendrum pseudepidendrum Rchb.f.	5320055	Epidendrum pseudepidendrum Rchb.f.	21	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Epidendrum	5297341	Epidendrum pseudepidendrum	5320055	NE	PE
5314621	Oncidium ampliatum Lindl.	5826486	Rossioglossum ampliatum (Lindl.) M.W.Chase & N.H.Williams	8	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Rossioglossum	2812303	Rossioglossum ampliatum	5826486	NE	PE
2848184	Masdevallia reichenbachiana Endrés ex Rchb.f.	2848184	Masdevallia reichenbachiana Endrés ex Rchb.f.	13	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Masdevallia	2847989	Masdevallia reichenbachiana	2848184	NE	PE
2850658	Notylia barkeri Lindl.	2850658	Notylia barkeri Lindl.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Notylia	2850644	Notylia barkeri	2850658	NE	PE
5320434	Epidendrum pendens L.O.Williams	5320434	Epidendrum pendens L.O.Williams	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Epidendrum	5297341	Epidendrum pendens	5320434	NE	PE
2812327	Rossioglossum schlieperianum (Rchb.f.) Garay & G.C.Kenn.	2812327	Rossioglossum schlieperianum (Rchb.f.) Garay & G.C.Kenn.	10	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Rossioglossum	2812303	Rossioglossum schlieperianum	2812327	NE	PE
2804443	Macradenia brassavolae Rchb.f.	2804443	Macradenia brassavolae Rchb.f.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Macradenia	2804429	Macradenia brassavolae	2804443	NE	PE
2801202	Cattleya dowiana Bateman & Rchb.f.	2801202	Cattleya dowiana Bateman & Rchb.f.	7	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Cattleya	2800821	Cattleya dowiana	2801202	NE	PE
2832069	Oerstedella endresii (Rchb.f.) Hágsater	5321226	Epidendrum endresii Rchb.f.	41	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Epidendrum	5297341	Epidendrum endresii	5321226	NE	PE
2814345	Paphiopedilum longifolium (Warsz. & Rchb.f.) Pfitzer	2814339	Phragmipedium longifolium (Warsz. & Rchb.f.) Rolfe	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Phragmipedium	2814272	Phragmipedium longifolium	2814339	NE	PE
2783301	Cycnoches amparoanum Schltr.	7227722	Cycnoches egertonianum var. egertonianum	4	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Cycnoches	2783299	Cycnoches egertonianum	2783315	NE	PE
2850685	Notylia pittieri Schltr.	2850685	Notylia pittieri Schltr.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Notylia	2850644	Notylia pittieri	2850685	NE	PE
