taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2154141	Sericopelma dota Valerio, 1980	2154141	Sericopelma dota Valerio, 1980	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theraphosidae	5650	Sericopelma	2154136	Sericopelma dota	2154141	NE
10548426	BOLD:ACB9854	10548426	BOLD:ACB9854	111	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Scorpiones	872	Buthidae	5848	Centruroides	3253199	Centruroides limbatus	6894192	
2154136	Sericopelma Ausserer, 1875	2154136	Sericopelma Ausserer, 1875	11	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theraphosidae	5650	Sericopelma	2154136			NE
6893803	Tityus ocelote Francke & Stockwell, 1987	6893803	Tityus ocelote Francke & Stockwell, 1987	79	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Scorpiones	872	Buthidae	5848	Tityus	2123713	Tityus ocelote	6893803	NE
10490571	BOLD:ACC1292	10490571	BOLD:ACC1292	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Scorpiones	872	Buthidae	5848	Centruroides	3253199	Centruroides koesteri	6894238	
10659043	BOLD:ACC1252	10659043	BOLD:ACC1252	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Scorpiones	872	Chactidae	2152	Chactas	4656377	Chactas exsul	6892608	
6894238	Centruroides koesteri Kraepelin, 1912	6894238	Centruroides koesteri Kraepelin, 1912	25	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Scorpiones	872	Buthidae	5848	Centruroides	3253199	Centruroides koesteri	6894238	NE
10509250	BOLD:ACB9980	10509250	BOLD:ACB9980	5	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Scorpiones	872	Buthidae	5848	Tityus	2123713	Tityus pachyurus	6893843	
9932515	BOLD:ACC1908	9932515	BOLD:ACC1908	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theraphosidae	5650	Davus	4663417	Davus fasciatus	7697789	
6893817	Tityus cerroazul Lourenço, 1986	6893817	Tityus cerroazul Lourenço, 1986	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Scorpiones	872	Buthidae	5848	Tityus	2123713	Tityus cerroazul	6893817	NE
10308323	BOLD:ACC1481	10308323	BOLD:ACC1481	5	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Scorpiones	872	Buthidae	5848	Centruroides	3253199	Centruroides bicolor	6894281	
10113372	BOLD:ACB9855	10113372	BOLD:ACB9855	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Scorpiones	872	Buthidae	5848	Tityus	2123713	Tityus cerroazul	6893817	
2153929	Megaphobema mesomelas (O.Pickard-Cambridge, 1892)	2153929	Megaphobema mesomelas (O.Pickard-Cambridge, 1892)	282	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Theraphosidae	5650	Megaphobema	2153928	Megaphobema mesomelas	2153929	NE
10374695	BOLD:ACC1387	10374695	BOLD:ACC1387	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Scorpiones	872	Buthidae	5848	Centruroides	3253199	Centruroides bicolor	6894281	
